Grasa (% P/P);Proteina (% P/P);Extracto (% P/P);Lactosa (% P/P);Celulas (/ml*1000);Bacterias (ufc/ml*1000);Inhb.;PC 1;Urea (mg/l);Patogeno
3.38;2.88;8.32;4.61;102;45;N;522;132;0
3.38;2.92;8.46;4.66;250;45;N;522;171;0
3.38;2.92;8.46;4.66;249;44;N;521;170;0
3.38;3.18;8.75;4.68;789;44;N;530;254;0
3.38;2.92;8.46;4.66;245;40;N;517;166;0
3.38;2.92;8.46;4.66;244;39;N;516;165;0
3.38;2.96;8.49;4.63;458;38;N;523;132;0
3.38;3.07;8.49;4.53;297;37;N;522;307;0
3.38;2.94;8.42;4.66;146;36;N;526;169;0
3.38;3.05;8.53;4.68;135;36;N;528;146;0
3.38;3.05;8.53;4.68;134;35;N;527;145;0
3.38;2.94;8.42;4.66;144;34;N;524;167;0
3.38;2.99;8.4;4.73;152;27;N;523;158;0
3.38;2.99;8.4;4.73;152;27;N;523;158;0
3.38;3.25;8.82;4.72;795;27;N;519;179;0
3.38;2.85;8.32;4.66;269;26;N;513;131;0
3.38;2.99;8.4;4.73;150;25;N;521;156;0
3.38;2.99;8.4;4.73;150;25;N;521;156;0
3.38;3.05;8.51;4.63;280;25;N;516;168;0
3.38;3.05;8.51;4.63;279;24;N;515;167;0
3.38;3.05;8.51;4.63;279;24;N;515;167;0
3.38;2.95;8.5;4.7;420;21;N;533;182;0
3.38;3.06;8.57;4.87;215;18;N;528;117;0
3.38;3.01;8.45;4.74;189;17;N;527;100;0
3.38;2.93;8.48;4.68;708;16;N;528;161;0
3.38;3.06;8.57;4.87;213;16;N;526;115;0
3.38;3.06;8.57;4.87;212;15;N;525;114;0
3.38;2.93;8.48;4.68;707;15;N;527;160;0
3.38;3.14;8.73;4.8;107;14;N;526;148;0
3.38;3.19;8.72;4.68;222;13;N;528;250;0
3.38;3.06;8.57;4.87;210;13;N;523;112;0
3.38;3.01;8.45;4.74;184;12;N;522;95;0
3.38;3.03;8.59;4.75;221;12;N;525;149;0
3.38;3.14;8.73;4.8;105;12;N;524;146;0
3.38;3.13;8.79;4.78;405;12;N;527;158;0
3.38;3.13;8.79;4.78;405;12;N;527;158;0
3.38;3.03;8.59;4.75;220;11;N;524;148;0
3.38;3.14;8.74;4.68;275;11;N;526;169;0
3.38;3.13;8.79;4.78;404;11;N;526;157;0
3.38;3.03;8.59;4.75;220;11;N;524;148;0
3.38;3.01;8.45;4.74;182;10;N;520;93;0
3.38;2.93;8.48;4.68;702;10;N;522;155;0
3.38;3.19;8.72;4.68;219;10;N;525;247;0
3.38;3.2;8.73;4.73;116;10;N;523;247;0
3.38;2.9;8.51;4.81;163;10;N;531;74;0
3.38;3.14;8.73;4.8;103;10;N;522;144;0
3.38;3.03;8.59;4.75;218;9;N;522;146;0
3.38;3.07;8.61;4.73;84;9;N;521;208;0
3.38;2.93;8.48;4.68;701;9;N;521;154;0
3.38;3.14;8.73;4.8;102;9;N;521;143;0
3.38;3.14;8.73;4.8;101;8;N;520;142;0
3.38;2.93;8.48;4.68;700;8;N;520;153;0
3.38;3.2;8.73;4.73;114;8;N;521;245;0
3.38;3.12;8.83;4.74;216;7;N;526;126;0
3.38;3.04;8.6;4.61;89;5;N;516;167;0
3.39;3.14;8.69;4.67;231;59;N;525;312;0
3.39;3.14;8.69;4.67;230;58;N;524;311;0
3.39;2.93;8.47;4.67;250;45;N;522;171;0
3.39;2.93;8.47;4.67;247;42;N;519;168;0
3.39;2.95;8.43;4.67;151;41;N;531;174;0
3.39;3.06;8.54;4.69;139;40;N;532;150;0
3.39;2.97;8.5;4.64;457;37;N;522;131;0
3.39;2.97;8.5;4.64;455;35;N;520;129;0
3.39;2.97;8.5;4.64;454;34;N;519;128;0
3.39;3.06;8.52;4.64;284;29;N;520;172;0
3.39;3.26;8.83;4.73;797;29;N;521;181;0
3.39;3.06;8.52;4.64;282;27;N;518;170;0
3.39;2.85;8.31;4.6;86;26;N;527;188;0
3.39;3;8.41;4.74;150;25;N;521;156;0
3.39;2.96;8.51;4.71;423;24;N;536;185;0
3.39;2.85;8.31;4.6;84;24;N;525;186;0
3.39;2.96;8.51;4.71;422;23;N;535;184;0
3.39;2.96;8.51;4.71;422;23;N;535;184;0
3.39;2.94;8.58;4.72;228;21;N;537;204;0
3.39;3.01;8.67;4.83;231;17;N;532;168;0
3.39;3.07;8.58;4.88;213;16;N;526;115;0
3.39;3.01;8.67;4.83;230;16;N;531;167;0
3.39;3.02;8.46;4.75;187;15;N;525;98;0
3.39;3.02;8.46;4.75;186;14;N;524;97;0
3.39;3.02;8.46;4.75;186;14;N;524;97;0
3.39;3.2;8.73;4.69;223;14;N;529;251;0
3.39;3.04;8.6;4.76;222;13;N;526;150;0
3.39;3.21;8.74;4.74;119;13;N;526;250;0
3.39;3.02;8.46;4.75;184;12;N;522;95;0
3.39;3.02;8.46;4.75;184;12;N;522;95;0
3.39;3.02;8.46;4.75;184;12;N;522;95;0
3.39;3.02;8.46;4.75;184;12;N;522;95;0
3.39;3.08;8.62;4.74;87;12;N;524;211;0
3.39;3.2;8.73;4.69;221;12;N;527;249;0
3.39;3.16;8.84;4.7;504;12;N;520;140;0
3.39;2.9;8.25;4.56;146;12;N;527;150;0
3.39;2.9;8.25;4.56;145;11;N;526;149;0
3.39;3.04;8.6;4.76;220;11;N;524;148;0
3.39;3.08;8.62;4.74;85;10;N;522;209;0
3.39;3.14;8.8;4.79;403;10;N;525;156;0
3.39;3.15;8.74;4.81;103;10;N;522;144;0
3.39;3.21;8.74;4.74;115;9;N;522;246;0
3.39;2.91;8.52;4.82;161;8;N;529;72;0
3.39;3.13;8.84;4.75;217;8;N;527;127;0
3.39;3.16;8.7;4.67;144;8;N;522;248;0
3.39;3.07;8.6;4.75;296;8;N;522;191;0
3.39;3.15;8.75;4.69;272;8;N;523;166;0
3.39;3.07;8.6;4.75;296;8;N;522;191;0
3.39;3.08;8.62;4.74;81;6;N;518;205;0
3.39;3.07;8.6;4.75;293;5;N;519;188;0
3.4;3.15;8.7;4.68;230;58;N;524;311;0
3.4;2.9;8.34;4.63;100;43;N;520;130;0
3.4;2.94;8.48;4.68;245;40;N;517;166;0
3.4;2.98;8.51;4.65;460;40;N;525;134;0
3.4;2.94;8.48;4.68;244;39;N;516;165;0
3.4;2.98;8.51;4.65;459;39;N;524;133;0
3.4;2.96;8.44;4.68;146;36;N;526;169;0
3.4;3.07;8.55;4.7;134;35;N;527;145;0
3.4;3.07;8.53;4.57;255;35;N;522;284;0
3.4;3.07;8.55;4.7;133;34;N;526;144;0
3.4;3.07;8.55;4.7;131;32;N;524;142;0
3.4;3.07;8.53;4.65;284;29;N;520;172;0
3.4;3.07;8.53;4.65;284;29;N;520;172;0
3.4;3.07;8.53;4.65;283;28;N;519;171;0
3.4;3.07;8.53;4.65;282;27;N;518;170;0
3.4;3.01;8.42;4.75;151;26;N;522;157;0
3.4;3.27;8.84;4.74;794;26;N;518;178;0
3.4;3.01;8.42;4.75;150;25;N;521;156;0
3.4;2.87;8.34;4.68;268;25;N;512;130;0
3.4;2.87;8.34;4.68;267;24;N;511;129;0
3.4;3.01;8.42;4.75;149;24;N;520;155;0
3.4;2.97;8.52;4.72;423;24;N;536;185;0
3.4;3.01;8.42;4.75;148;23;N;519;154;0
3.4;2.97;8.52;4.72;421;22;N;534;183;0
3.4;2.85;8.28;4.62;97;20;N;528;104;0
3.4;2.85;8.28;4.62;96;19;N;527;103;0
3.4;2.95;8.5;4.7;710;18;N;530;163;0
3.4;3.03;8.47;4.76;189;17;N;527;100;0
3.4;0.91;8.5;4.6;102;17;N;523;142;0
3.4;2.85;8.28;4.62;92;15;N;523;99;0
3.4;3.16;8.76;4.7;279;15;N;530;173;0
3.4;3.04;8.58;4.7;150;14;N;529;196;0
3.4;3.08;8.59;4.89;211;14;N;524;113;0
3.4;3.05;8.61;4.77;222;13;N;526;150;0
3.4;3.21;8.74;4.7;222;13;N;528;250;0
3.4;3.04;8.58;4.7;149;13;N;528;195;0
3.4;3.05;8.61;4.77;220;11;N;524;148;0
3.4;3.22;8.75;4.75;117;11;N;524;248;0
3.4;3.22;8.75;4.75;117;11;N;524;248;0
3.4;3.08;8.61;4.76;298;10;N;524;193;0
3.4;3.03;8.47;4.76;182;10;N;520;93;0
3.4;3.09;8.63;4.75;85;10;N;522;209;0
3.4;2.92;8.53;4.83;163;10;N;531;74;0
3.4;2.92;8.53;4.83;162;9;N;530;73;0
3.4;3.17;8.71;4.68;145;9;N;523;249;0
3.4;3.03;8.71;4.69;242;9;N;525;149;0
3.4;2.92;8.53;4.83;161;8;N;529;72;0
3.4;3.15;8.81;4.8;401;8;N;523;154;0
3.4;3.08;8.61;4.76;294;6;N;520;189;0
3.41;2.91;8.35;4.64;103;46;N;523;133;0
3.41;2.91;8.35;4.64;102;45;N;522;132;0
3.41;2.91;8.35;4.64;101;44;N;521;131;0
3.41;3.21;8.78;4.71;789;44;N;530;254;0
3.41;2.91;8.35;4.64;100;43;N;520;130;0
3.41;2.91;8.35;4.64;99;42;N;519;129;0
3.41;3.21;8.78;4.71;787;42;N;528;252;0
3.41;2.95;8.49;4.69;246;41;N;518;167;0
3.41;2.95;8.49;4.69;245;40;N;517;166;0
3.41;2.95;8.49;4.69;245;40;N;517;166;0
3.41;2.95;8.49;4.69;244;39;N;516;165;0
3.41;3.1;8.52;4.56;299;39;N;524;309;0
3.41;2.95;8.49;4.69;243;38;N;515;164;0
3.41;3.08;8.56;4.71;136;37;N;529;147;0
3.41;2.88;8.45;4.69;406;34;N;527;170;0
3.41;2.97;8.45;4.69;144;34;N;524;167;0
3.41;3.08;8.54;4.66;285;30;N;521;173;0
3.41;3.08;8.54;4.66;285;30;N;521;173;0
3.41;3.08;8.54;4.66;283;28;N;519;171;0
3.41;3.08;8.54;4.66;283;28;N;519;171;0
3.41;3.28;8.85;4.75;796;28;N;520;180;0
3.41;3.08;8.54;4.66;282;27;N;518;170;0
3.41;3.08;8.54;4.66;281;26;N;517;169;0
3.41;3.02;8.43;4.76;150;25;N;521;156;0
3.41;3.08;8.54;4.66;280;25;N;516;168;0
3.41;3.02;8.43;4.76;149;24;N;520;155;0
3.41;2.88;8.35;4.69;266;23;N;510;128;0
3.41;2.98;8.53;4.73;422;23;N;535;184;0
3.41;2.98;8.53;4.73;422;23;N;535;184;0
3.41;2.97;8.61;4.73;271;23;N;529;125;0
3.41;3.02;8.43;4.76;148;23;N;519;154;0
3.41;2.87;8.33;4.62;81;21;N;522;183;0
3.41;2.91;8.43;4.66;191;21;N;525;212;0
3.41;2.97;8.61;4.73;269;21;N;527;123;0
3.41;3.18;8.81;4.73;429;20;N;529;164;0
3.41;2.95;8.51;4.71;141;19;N;525;176;0
3.41;2.86;8.29;4.63;94;17;N;525;101;0
3.41;3.18;8.81;4.73;426;17;N;526;161;0
3.41;3.18;8.81;4.73;426;17;N;526;161;0
3.41;3.09;8.6;4.9;213;16;N;526;115;0
3.41;3.18;8.81;4.73;424;15;N;524;159;0
3.41;2.86;8.29;4.63;92;15;N;523;99;0
3.41;3.04;8.48;4.77;186;14;N;524;97;0
3.41;3.09;8.6;4.9;211;14;N;524;113;0
3.41;3.06;8.62;4.78;223;14;N;527;151;0
3.41;3.04;8.48;4.77;186;14;N;524;97;0
3.41;2.92;8.27;4.58;147;13;N;528;151;0
3.41;3.22;8.75;4.71;222;13;N;528;250;0
3.41;2.93;8.54;4.84;165;12;N;533;76;0
3.41;3.15;8.86;4.77;221;12;N;531;131;0
3.41;2.96;8.51;4.71;704;12;N;524;157;0
3.41;2.96;8.51;4.71;704;12;N;524;157;0
3.41;2.93;8.54;4.84;165;12;N;533;76;0
3.41;2.96;8.51;4.71;703;11;N;523;156;0
3.41;2.93;8.54;4.84;164;11;N;532;75;0
3.41;2.93;8.54;4.84;164;11;N;532;75;0
3.41;3.1;8.64;4.76;86;11;N;523;210;0
3.41;3.22;8.75;4.71;220;11;N;526;248;0
3.41;3.23;8.76;4.76;117;11;N;524;248;0
3.41;3.06;8.62;4.78;220;11;N;524;148;0
3.41;3.22;8.75;4.71;220;11;N;526;248;0
3.41;3.16;8.82;4.81;404;11;N;526;157;0
3.41;3.14;8.81;4.7;186;11;N;525;155;0
3.41;3.04;8.48;4.77;182;10;N;520;93;0
3.41;3.17;8.76;4.83;103;10;N;522;144;0
3.41;3.1;8.64;4.76;85;10;N;522;209;0
3.41;2.96;8.58;4.79;570;10;N;524;116;0
3.41;3.06;8.62;4.78;219;10;N;523;147;0
3.41;3.1;8.64;4.76;84;9;N;521;208;0
3.41;3.17;8.76;4.83;102;9;N;521;143;0
3.41;3.14;8.67;4.7;99;9;N;526;209;0
3.41;3.05;8.59;4.71;145;9;N;524;191;0
3.41;2.96;8.51;4.71;701;9;N;521;154;0
3.41;3.05;8.59;4.71;145;9;N;524;191;0
3.41;3.09;8.62;4.77;296;8;N;522;191;0
3.41;3.13;8.62;4.67;118;8;N;518;251;0
3.41;3.1;8.64;4.76;83;8;N;520;207;0
3.41;3.23;8.76;4.76;114;8;N;521;245;0
3.41;2.93;8.54;4.84;160;7;N;528;71;0
3.41;3.1;8.64;4.76;82;7;N;519;206;0
3.41;3.1;8.64;4.76;82;7;N;519;206;0
3.41;3.14;8.67;4.7;97;7;N;524;207;0
3.41;3.17;8.76;4.83;100;7;N;519;141;0
3.41;3.15;8.86;4.77;216;7;N;526;126;0
3.41;3.1;8.64;4.76;81;6;N;518;205;0
3.41;3.04;8.72;4.7;239;6;N;522;146;0
3.42;3.18;8.69;4.68;270;67;N;526;290;0
3.42;3.18;8.69;4.68;267;64;N;523;287;0
3.42;3.17;8.72;4.7;230;58;N;524;311;0
3.42;3.17;8.72;4.7;229;57;N;523;310;0
3.42;3.17;8.72;4.7;227;55;N;521;308;0
3.42;3.28;8.9;4.77;702;50;N;524;210;0
3.42;3.28;8.9;4.77;697;45;N;519;205;0
3.42;2.96;8.5;4.7;249;44;N;521;170;0
3.42;3.22;8.79;4.72;788;43;N;529;253;0
3.42;2.96;8.5;4.7;247;42;N;519;168;0
3.42;2.92;8.36;4.65;99;42;N;519;129;0
3.42;3;8.53;4.67;460;40;N;525;134;0
3.42;3.09;8.57;4.72;139;40;N;532;150;0
3.42;3;8.53;4.67;459;39;N;524;133;0
3.42;3.11;8.53;4.57;298;38;N;523;308;0
3.42;3;8.53;4.67;457;37;N;522;131;0
3.42;3.11;8.53;4.57;297;37;N;522;307;0
3.42;3.11;8.53;4.57;297;37;N;522;307;0
3.42;3.11;8.53;4.57;297;37;N;522;307;0
3.42;2.89;8.46;4.7;408;36;N;529;172;0
3.42;2.98;8.46;4.7;145;35;N;525;168;0
3.42;2.98;8.46;4.7;144;34;N;524;167;0
3.42;2.98;8.46;4.7;144;34;N;524;167;0
3.42;3.29;8.86;4.76;801;33;N;525;185;0
3.42;2.98;8.46;4.7;142;32;N;522;165;0
3.42;3.09;8.55;4.67;286;31;N;522;174;0
3.42;2.98;8.46;4.7;141;31;N;521;164;0
3.42;3.09;8.55;4.67;284;29;N;520;172;0
3.42;3.09;8.55;4.67;283;28;N;519;171;0
3.42;3.09;8.55;4.67;282;27;N;518;170;0
3.42;3.09;8.55;4.67;282;27;N;518;170;0
3.42;2.89;8.36;4.7;269;26;N;513;131;0
3.42;2.89;8.36;4.7;268;25;N;512;130;0
3.42;2.89;8.36;4.7;268;25;N;512;130;0
3.42;2.98;8.62;4.74;272;24;N;530;126;0
3.42;3.03;8.44;4.77;148;23;N;519;154;0
3.42;2.98;8.62;4.74;271;23;N;529;125;0
3.42;2.92;8.44;4.67;193;23;N;527;214;0
3.42;2.99;8.54;4.74;422;23;N;535;184;0
3.42;2.99;8.54;4.74;421;22;N;534;183;0
3.42;2.96;8.52;4.72;144;22;N;528;179;0
3.42;2.98;8.62;4.74;270;22;N;528;124;0
3.42;3.2;8.82;4.73;295;22;N;522;191;0
3.42;2.85;8.41;4.62;124;21;N;526;180;0
3.42;0.93;8.52;4.62;106;21;N;527;146;0
3.42;3.04;8.7;4.86;233;19;N;534;170;0
3.42;3.05;8.49;4.78;190;18;N;528;101;0
3.42;3.19;8.82;4.74;427;18;N;527;162;0
3.42;3.04;8.7;4.86;232;18;N;533;169;0
3.42;3.05;8.49;4.78;187;15;N;525;98;0
3.42;3.23;8.76;4.72;224;15;N;530;252;0
3.42;2.97;8.52;4.72;706;14;N;526;159;0
3.42;3.06;8.6;4.72;150;14;N;529;196;0
3.42;3.18;8.78;4.72;277;13;N;528;171;0
3.42;3.05;8.57;4.61;122;13;N;524;234;0
3.42;2.93;8.28;4.59;147;13;N;528;151;0
3.42;3.05;8.57;4.61;121;12;N;523;233;0
3.42;3.24;8.77;4.77;118;12;N;525;249;0
3.42;3.17;8.83;4.82;405;12;N;527;158;0
3.42;2.93;8.28;4.59;146;12;N;527;150;0
3.42;3.07;8.63;4.79;221;12;N;525;149;0
3.42;2.97;8.59;4.8;572;12;N;526;118;0
3.42;3.07;8.63;4.79;220;11;N;524;148;0
3.42;3.1;8.63;4.78;299;11;N;525;194;0
3.42;3.23;8.76;4.72;220;11;N;526;248;0
3.42;3.18;8.78;4.72;275;11;N;526;169;0
3.42;3.17;8.83;4.82;404;11;N;526;157;0
3.42;3.17;8.83;4.82;404;11;N;526;157;0
3.42;3.23;8.76;4.72;220;11;N;526;248;0
3.42;3.23;8.76;4.72;220;11;N;526;248;0
3.42;3.18;8.78;4.72;275;11;N;526;169;0
3.42;2.94;8.55;4.85;163;10;N;531;74;0
3.42;2.97;8.59;4.8;570;10;N;524;116;0
3.42;3.15;8.68;4.71;100;10;N;527;210;0
3.42;3.23;8.76;4.72;219;10;N;525;247;0
3.42;3.24;8.77;4.77;116;10;N;523;247;0
3.42;3.18;8.78;4.72;274;10;N;525;168;0
3.42;3.05;8.49;4.78;182;10;N;520;93;0
3.42;3.07;8.63;4.79;219;10;N;523;147;0
3.42;3.1;8.63;4.78;298;10;N;524;193;0
3.42;3.15;8.68;4.71;100;10;N;527;210;0
3.42;3.18;8.78;4.72;274;10;N;525;168;0
3.42;3.07;8.63;4.79;218;9;N;522;146;0
3.42;3.11;8.65;4.77;84;9;N;521;208;0
3.42;3.06;8.6;4.72;145;9;N;524;191;0
3.42;2.93;8.28;4.59;143;9;N;524;147;0
3.42;3.14;8.63;4.68;118;8;N;518;251;0
3.42;3.1;8.63;4.78;296;8;N;522;191;0
3.42;3.07;8.63;4.79;217;8;N;521;145;0
3.42;3.05;8.49;4.78;180;8;N;518;91;0
3.42;3.18;8.78;4.72;272;8;N;523;166;0
3.42;3.16;8.87;4.78;217;8;N;527;127;0
3.42;3.07;8.63;4.79;216;7;N;520;144;0
3.42;3.18;8.78;4.72;271;7;N;522;165;0
3.42;3.16;8.87;4.78;216;7;N;526;126;0
3.42;2.99;8.6;4.63;231;6;N;517;150;0
3.43;3.18;8.73;4.71;230;58;N;524;311;0
3.43;3.3;8.93;4.78;790;49;N;524;187;0
3.43;3.29;8.91;4.78;699;47;N;521;207;0
3.43;3.29;8.91;4.78;698;46;N;520;206;0
3.43;2.93;8.37;4.66;101;44;N;521;131;0
3.43;3.15;8.59;4.62;311;43;N;524;246;0
3.43;2.97;8.51;4.71;247;42;N;519;168;0
3.43;2.97;8.51;4.71;244;39;N;516;165;0
3.43;3.12;8.54;4.58;299;39;N;524;309;0
3.43;3.01;8.54;4.68;459;39;N;524;133;0
3.43;3.11;8.77;4.8;207;39;N;528;159;0
3.43;2.99;8.47;4.71;148;38;N;528;171;0
3.43;3.1;8.58;4.73;137;38;N;530;148;0
3.43;3.01;8.54;4.68;457;37;N;522;131;0
3.43;2.96;8.55;4.65;147;36;N;531;129;0
3.43;2.99;8.47;4.71;145;35;N;525;168;0
3.43;3.01;8.54;4.68;455;35;N;520;129;0
3.43;2.9;8.47;4.71;406;34;N;527;170;0
3.43;3.1;8.58;4.73;133;34;N;526;144;0
3.43;2.99;8.47;4.71;144;34;N;524;167;0
3.43;2.99;8.47;4.71;144;34;N;524;167;0
3.43;2.99;8.47;4.71;143;33;N;523;166;0
3.43;2.99;8.47;4.71;143;33;N;523;166;0
3.43;2.99;8.47;4.71;143;33;N;523;166;0
3.43;2.9;8.47;4.71;404;32;N;525;168;0
3.43;2.9;8.47;4.71;402;30;N;523;166;0
3.43;2.9;8.37;4.71;269;26;N;513;131;0
3.43;2.9;8.37;4.71;268;25;N;512;130;0
3.43;2.89;8.35;4.64;83;23;N;524;185;0
3.43;3;8.55;4.75;422;23;N;535;184;0
3.43;3.03;8.68;4.75;232;23;N;530;102;0
3.43;0.94;8.53;4.63;107;22;N;528;147;0
3.43;3;8.55;4.75;421;22;N;534;183;0
3.43;2.89;8.35;4.64;81;21;N;522;183;0
3.43;3.12;8.72;4.82;354;20;N;526;186;0
3.43;2.97;8.53;4.73;141;19;N;525;176;0
3.43;3.11;8.62;4.92;214;17;N;527;116;0
3.43;3.05;8.71;4.87;231;17;N;532;168;0
3.43;3.12;8.72;4.82;351;17;N;523;183;0
3.43;2.98;8.62;4.76;223;16;N;532;199;0
3.43;3.08;8.64;4.8;223;14;N;527;151;0
3.43;3.08;8.64;4.8;223;14;N;527;151;0
3.43;3.08;8.64;4.8;223;14;N;527;151;0
3.43;3.06;8.5;4.79;186;14;N;524;97;0
3.43;3.25;8.78;4.78;120;14;N;527;251;0
3.43;3.2;8.88;4.74;505;13;N;521;141;0
3.43;3.07;8.61;4.73;148;12;N;527;194;0
3.43;3.08;8.64;4.8;221;12;N;525;149;0
3.43;3.25;8.78;4.78;118;12;N;525;249;0
3.43;3.05;8.71;4.87;226;12;N;527;163;0
3.43;3.06;8.5;4.79;183;11;N;521;94;0
3.43;3.06;8.58;4.62;120;11;N;522;232;0
3.43;3.07;8.61;4.73;147;11;N;526;193;0
3.43;3.08;8.64;4.8;220;11;N;524;148;0
3.43;3.06;8.5;4.79;182;10;N;520;93;0
3.43;3.07;8.52;4.62;95;10;N;523;234;0
3.43;3.07;8.61;4.73;146;10;N;525;192;0
3.43;3.08;8.64;4.8;219;10;N;523;147;0
3.43;3.08;8.64;4.8;219;10;N;523;147;0
3.43;3.12;8.66;4.78;85;10;N;522;209;0
3.43;3.2;8.74;4.71;146;10;N;524;250;0
3.43;3.19;8.79;4.73;274;10;N;525;168;0
3.43;3.17;8.88;4.79;219;10;N;529;129;0
3.43;3.06;8.5;4.79;182;10;N;520;93;0
3.43;2.95;8.56;4.86;163;10;N;531;74;0
3.43;3.25;8.78;4.78;116;10;N;523;247;0
3.43;3.25;8.78;4.78;116;10;N;523;247;0
3.43;3.12;8.66;4.78;85;10;N;522;209;0
3.43;2.95;8.56;4.86;163;10;N;531;74;0
3.43;3.18;8.84;4.83;402;9;N;524;155;0
3.43;3.17;8.88;4.79;218;9;N;528;128;0
3.43;3.2;8.74;4.71;145;9;N;523;249;0
3.43;3.1;8.65;4.73;80;9;N;525;159;0
3.43;3.1;8.65;4.73;80;9;N;525;159;0
3.43;3.06;8.5;4.79;180;8;N;518;91;0
3.43;3.16;8.69;4.72;98;8;N;525;208;0
3.43;3.16;8.69;4.72;98;8;N;525;208;0
3.43;3.25;8.78;4.78;113;7;N;520;244;0
3.44;2.99;8.45;4.46;482;69;N;522;169;0
3.44;3.2;8.71;4.7;270;67;N;526;290;0
3.44;3.2;8.71;4.7;267;64;N;523;287;0
3.44;3.3;8.92;4.79;702;50;N;524;210;0
3.44;3.3;8.92;4.79;699;47;N;521;207;0
3.44;2.98;8.52;4.72;251;46;N;523;172;0
3.44;3.16;8.6;4.63;314;46;N;527;249;0
3.44;3.24;8.81;4.74;789;44;N;530;254;0
3.44;3.24;8.81;4.74;789;44;N;530;254;0
3.44;3.24;8.81;4.74;789;44;N;530;254;0
3.44;2.98;8.52;4.72;246;41;N;518;167;0
3.44;2.98;8.52;4.72;245;40;N;517;166;0
3.44;3.11;8.59;4.74;139;40;N;532;150;0
3.44;3.13;8.55;4.59;298;38;N;523;308;0
3.44;3;8.48;4.72;148;38;N;528;171;0
3.44;3.13;8.55;4.59;298;38;N;523;308;0
3.44;3;8.48;4.72;147;37;N;527;170;0
3.44;2.98;8.46;4.63;154;36;N;530;186;0
3.44;3;8.48;4.72;146;36;N;526;169;0
3.44;2.91;8.48;4.72;408;36;N;529;172;0
3.44;3.02;8.55;4.69;456;36;N;521;130;0
3.44;3.11;8.59;4.74;135;36;N;528;146;0
3.44;2.75;8.06;4.38;306;36;N;524;200;0
3.44;3;8.48;4.72;144;34;N;524;167;0
3.44;3;8.48;4.72;144;34;N;524;167;0
3.44;2.75;8.06;4.38;304;34;N;522;198;0
3.44;3;8.48;4.72;143;33;N;523;166;0
3.44;3;8.48;4.72;142;32;N;522;165;0
3.44;2.91;8.38;4.72;274;31;N;518;136;0
3.44;3.11;8.57;4.69;284;29;N;520;172;0
3.44;3.31;8.88;4.78;797;29;N;521;181;0
3.44;3.11;8.57;4.69;284;29;N;520;172;0
3.44;3.31;8.88;4.78;797;29;N;521;181;0
3.44;2.86;8.39;4.64;286;28;N;508;86;0
3.44;3.11;8.57;4.69;283;28;N;519;171;0
3.44;3.11;8.57;4.69;283;28;N;519;171;0
3.44;3.05;8.46;4.79;152;27;N;523;158;0
3.44;3.11;8.57;4.69;282;27;N;518;170;0
3.44;3.11;8.57;4.69;282;27;N;518;170;0
3.44;3.05;8.46;4.79;150;25;N;521;156;0
3.44;3.04;8.69;4.76;233;24;N;531;103;0
3.44;2.91;8.38;4.72;267;24;N;511;129;0
3.44;2.9;8.36;4.65;84;24;N;525;186;0
3.44;3;8.64;4.76;272;24;N;530;126;0
3.44;3.01;8.56;4.76;422;23;N;535;184;0
3.44;3.01;8.56;4.76;422;23;N;535;184;0
3.44;0.95;8.54;4.64;108;23;N;529;148;0
3.44;2.9;8.36;4.65;81;21;N;522;183;0
3.44;2.9;8.36;4.65;80;20;N;521;182;0
3.44;2.99;8.63;4.77;227;20;N;536;203;0
3.44;3.06;8.72;4.88;234;20;N;535;171;0
3.44;3.13;8.73;4.83;354;20;N;526;186;0
3.44;3.12;8.63;4.93;215;18;N;528;117;0
3.44;2.87;8.43;4.64;121;18;N;523;177;0
3.44;3.06;8.72;4.88;231;17;N;532;168;0
3.44;2.87;8.38;4.66;132;17;N;527;182;0
3.44;3.2;8.79;4.86;108;15;N;527;149;0
3.44;3.06;8.72;4.88;229;15;N;530;166;0
3.44;2.89;8.32;4.66;92;15;N;523;99;0
3.44;3.21;8.89;4.75;507;15;N;523;143;0
3.44;3.06;8.72;4.88;228;14;N;529;165;0
3.44;2.99;8.54;4.74;705;13;N;525;158;0
3.44;3.08;8.62;4.74;149;13;N;528;195;0
3.44;3.25;8.78;4.74;222;13;N;528;250;0
3.44;3.09;8.65;4.81;222;13;N;526;150;0
3.44;3.19;8.85;4.84;406;13;N;528;159;0
3.44;3.07;8.59;4.63;122;13;N;524;234;0
3.44;2.95;8.3;4.61;147;13;N;528;151;0
3.44;3.12;8.65;4.8;300;12;N;526;195;0
3.44;3.26;8.79;4.79;118;12;N;525;249;0
3.44;2.99;8.61;4.82;572;12;N;526;118;0
3.44;2.95;8.3;4.61;145;11;N;526;149;0
3.44;3.08;8.62;4.74;147;11;N;526;193;0
3.44;3.16;8.65;4.7;121;11;N;521;254;0
3.44;3.25;8.78;4.74;220;11;N;526;248;0
3.44;3.26;8.79;4.79;117;11;N;524;248;0
3.44;3.26;8.79;4.79;117;11;N;524;248;0
3.44;3.18;8.89;4.8;220;11;N;530;130;0
3.44;2.96;8.57;4.87;164;11;N;532;75;0
3.44;2.96;8.57;4.87;164;11;N;532;75;0
3.44;3.18;8.89;4.8;220;11;N;530;130;0
3.44;3.13;8.67;4.79;86;11;N;523;210;0
3.44;3.07;8.59;4.63;120;11;N;522;232;0
